date,house,median,temp,bcp_post_prob
2016-04-30,house_leak168,35.55932292741517,23.02544567520731,0.016
2016-05-31,house_leak168,31.37457985980887,23.37742048389474,0
2016-06-30,house_leak168,25.947715712468227,18.813083692289,0
2016-07-31,house_leak168,25.336598633443636,17.136908345875796,0
2016-08-31,house_leak168,32.95209190579738,22.721481884616924,0
2016-09-30,house_leak168,36.19468966203011,26.041152043798892,0
2016-10-31,house_leak168,37.57237744481536,25.675118891152643,0
2016-11-30,house_leak168,39.51113814499506,27.50200960441676,0.002
2016-12-31,house_leak168,40.9629437423465,27.600186533410714,0
2017-01-31,house_leak168,43.07284367825769,29.956862256648325,0
2017-02-28,house_leak168,42.82939709081231,30.16387771693023,0.002
2017-03-31,house_leak168,41.88907930391737,27.57621418581496,0.018
2017-04-30,house_leak168,40.58184635660381,32.0939600021751,0.002
2017-05-31,house_leak168,36.77222740764297,25.886729792203024,0
2017-06-30,house_leak168,31.493703329637796,22.613312758168156,0
2017-07-31,house_leak168,30.938464628325313,22.033608952822053,0.054
2017-08-31,house_leak168,38.67567736275987,30.908598419056474,NA
2012-11-30,house_leak176,41.468476459825595,34.42442327646736,0.008
2012-12-31,house_leak176,42.26283939330436,36.18669517601909,0.002
2013-01-31,house_leak176,43.72393827689773,36.711392038299145,0.002
2013-02-28,house_leak176,43.02338928697934,32.60847731923038,0
2013-03-31,house_leak176,41.18138882444849,34.87478766872745,0.002
2013-04-30,house_leak176,39.593452158502686,33.55528309526921,0.004
2013-05-31,house_leak176,34.99847491315535,30.123141523414183,0
2013-06-30,house_leak176,29.031348915688444,24.394833212482844,0
2013-07-31,house_leak176,27.734299425985373,23.15623804124553,0
2013-08-31,house_leak176,34.727338851583866,30.68814023907596,0
2013-09-30,house_leak176,37.29091047234161,30.122022862041455,0
2013-10-31,house_leak176,38.39400115321152,32.71260607259654,0
2013-11-30,house_leak176,39.67676119311447,33.47566820515488,0
2013-12-31,house_leak176,40.16800550472513,33.59133904964247,0
2014-01-31,house_leak176,41.795862865960316,36.18447290536956,0
2014-02-28,house_leak176,41.11794768581623,33.988901457845685,0
2014-03-31,house_leak176,39.08248625263832,33.60772981276089,0
2014-04-30,house_leak176,37.302712216606324,28.884198665613404,0.002
2014-05-31,house_leak176,32.76231766586659,25.381036638781513,0.004
2014-06-30,house_leak176,26.656772792427713,24.478705473543478,0.002
2014-07-31,house_leak176,25.26149863575302,23.248694339466574,0
2014-08-31,house_leak176,32.42660564124752,28.158054286379347,0.002
2014-09-30,house_leak176,34.99490601893977,29.0492896671184,0
2014-10-31,house_leak176,35.887988773592554,31.21282582616515,0
2014-11-30,house_leak176,36.96722735783819,30.478057875927604,0
2014-12-31,house_leak176,37.9459537934738,30.249363170615077,0
2015-01-31,house_leak176,39.39449472256568,31.97286080423227,0
2015-02-28,house_leak176,38.55135370901684,33.09714942717138,0
2015-03-31,house_leak176,36.83758083797728,30.159564451417204,0
2015-04-30,house_leak176,35.20203395071172,29.14343223518081,0
2015-05-31,house_leak176,30.921163136682907,26.330180489978044,0
2015-06-30,house_leak176,24.942212033087646,21.515957576332493,0
2015-07-31,house_leak176,23.957780148920676,17.91021059393991,0.002
2015-08-31,house_leak176,31.097110205103714,28.73136872939031,0
2015-09-30,house_leak176,33.88402920570568,29.301342426795202,0.002
2015-10-31,house_leak176,35.01904036295342,28.937775046253858,0.002
2015-11-30,house_leak176,36.62168776827722,30.1624029393062,0
2015-12-31,house_leak176,37.54295302443494,29.628155718659993,0
2016-01-31,house_leak176,39.087210071931075,33.56128391850181,0.002
2016-02-29,house_leak176,38.67492390465566,33.44709201271483,0.002
2016-03-31,house_leak176,37.219025736297155,30.714268579491705,0
2016-04-30,house_leak176,35.55932292741517,27.83904505791182,0
2016-05-31,house_leak176,31.37457985980887,26.121346232918444,0
2016-06-30,house_leak176,25.947715712468227,24.405361712341552,0
2016-07-31,house_leak176,25.336598633443636,20.460965328844214,0
2016-08-31,house_leak176,32.95209190579738,28.127813336250618,0
2016-09-30,house_leak176,36.19468966203011,29.629081315202836,0.004
2016-10-31,house_leak176,37.57237744481536,31.39325661137502,0.044
2016-11-30,house_leak176,39.51113814499506,32.19924893778198,0.212
2016-12-31,house_leak176,40.9629437423465,35.36628169183229,0.276
2017-01-31,house_leak176,43.07284367825769,36.47598796271202,0
2017-02-28,house_leak176,42.82939709081231,37.96643333579817,0.002
2017-03-31,house_leak176,41.88907930391737,34.651072840706256,0.12
2017-04-30,house_leak176,40.58184635660381,32.55327131638039,0.352
2017-05-31,house_leak176,36.77222740764297,22.943006434055658,0.014
2017-06-30,house_leak176,31.493703329637796,20.647699422630847,0.002
2017-07-31,house_leak176,30.938464628325313,18.220655379922032,0.032
2017-08-31,house_leak176,38.67567736275987,28.249148088355838,NA
2012-11-30,house_leak180,41.468476459825595,35.897546267857145,0.002
2012-12-31,house_leak180,42.26283939330436,35.982264851355566,0.002
2013-01-31,house_leak180,43.72393827689773,38.61589098290093,0
2013-02-28,house_leak180,43.02338928697934,35.45941667203695,0
2013-03-31,house_leak180,41.18138882444849,36.16026823943899,0
2013-04-30,house_leak180,39.593452158502686,30.104339271757453,0
2013-05-31,house_leak180,34.99847491315535,29.32041621544648,0
2013-06-30,house_leak180,29.031348915688444,25.890280086326307,0.002
2013-07-31,house_leak180,27.734299425985373,21.385182458444717,0
2013-08-31,house_leak180,34.727338851583866,28.99297583050311,0
2013-09-30,house_leak180,37.29091047234161,32.41306664078625,0
2013-10-31,house_leak180,38.39400115321152,34.18138644045397,0
2013-11-30,house_leak180,39.67676119311447,32.342731417302424,0
2013-12-31,house_leak180,40.16800550472513,34.67186882703019,0.002
2014-01-31,house_leak180,41.795862865960316,36.98422623142886,0.002
2014-02-28,house_leak180,41.11794768581623,35.201618812048636,0
2014-03-31,house_leak180,39.08248625263832,30.14043057213058,0
2014-04-30,house_leak180,37.302712216606324,32.2726465334153,0
2014-05-31,house_leak180,32.76231766586659,28.172720847029495,0
2014-06-30,house_leak180,26.656772792427713,18.68628093801177,0.004
2014-07-31,house_leak180,25.26149863575302,22.292321482207793,0.004
2014-08-31,house_leak180,32.42660564124752,27.84862434935342,0.012
2014-09-30,house_leak180,34.99490601893977,28.573754777230818,0.986
2014-10-31,house_leak180,35.887988773592554,22.105178560901734,0.014
2014-11-30,house_leak180,36.96722735783819,23.918243780184923,0.002
2014-12-31,house_leak180,37.9459537934738,25.90028981542012,0.004
2015-01-31,house_leak180,39.39449472256568,28.297037078501187,0
2015-02-28,house_leak180,38.55135370901684,26.12175847037922,0
2015-03-31,house_leak180,36.83758083797728,21.933756171471646,0.002
2015-04-30,house_leak180,35.20203395071172,25.55094829595533,0.002
2015-05-31,house_leak180,30.921163136682907,21.330799778374615,0
2015-06-30,house_leak180,24.942212033087646,16.325730439422415,0
2015-07-31,house_leak180,23.957780148920676,15.047130117090509,0
2015-08-31,house_leak180,31.097110205103714,21.986213423183738,0
2015-09-30,house_leak180,33.88402920570568,25.51897915180263,0
2015-10-31,house_leak180,35.01904036295342,25.891841572834007,0
2015-11-30,house_leak180,36.62168776827722,23.26576525840219,0
2015-12-31,house_leak180,37.54295302443494,26.400329664276747,0
2016-01-31,house_leak180,39.087210071931075,26.513150935864488,0
2016-02-29,house_leak180,38.67492390465566,25.397862642061096,0
2016-03-31,house_leak180,37.219025736297155,25.222564726620593,0
2016-04-30,house_leak180,35.55932292741517,22.71733122449066,0
2016-05-31,house_leak180,31.37457985980887,20.028840213352876,0
2016-06-30,house_leak180,25.947715712468227,18.248893282045355,0.004
2016-07-31,house_leak180,25.336598633443636,14.72626630028233,0
2016-08-31,house_leak180,32.95209190579738,21.331357788452248,0.002
2016-09-30,house_leak180,36.19468966203011,25.05905006431074,0
2016-10-31,house_leak180,37.57237744481536,25.982189514335797,0
2016-11-30,house_leak180,39.51113814499506,28.94566510546858,0
2016-12-31,house_leak180,40.9629437423465,27.893280345374794,0.002
2017-01-31,house_leak180,43.07284367825769,30.070027487387303,0.006
2017-02-28,house_leak180,42.82939709081231,28.091743271988133,0.008
2017-03-31,house_leak180,41.88907930391737,25.16008741069929,0.004
2017-04-30,house_leak180,40.58184635660381,25.343471065967844,0
2017-05-31,house_leak180,36.77222740764297,27.112334532013247,0.01
2017-06-30,house_leak180,31.493703329637796,22.29325443488511,0.004
2017-07-31,house_leak180,30.938464628325313,21.331861279882048,0.008
2017-08-31,house_leak180,38.67567736275987,23.792062835021696,NA
2012-11-30,house_leak184,41.468476459825595,39.20177076106492,0.008
2012-12-31,house_leak184,42.26283939330436,44.01597738781988,0.002
2013-01-31,house_leak184,43.72393827689773,43.65218828252704,0
2013-02-28,house_leak184,43.02338928697934,44.87377364110453,0
2013-03-31,house_leak184,41.18138882444849,44.19084734152851,0.002
2013-04-30,house_leak184,39.593452158502686,42.00350642695318,0.002
2013-05-31,house_leak184,34.99847491315535,35.454857245887894,0
2013-06-30,house_leak184,29.031348915688444,31.969983121429355,0
2013-07-31,house_leak184,27.734299425985373,30.342808109551513,0
2013-08-31,house_leak184,34.727338851583866,36.24662647141832,0
2013-09-30,house_leak184,37.29091047234161,37.16169559736336,0
2013-10-31,house_leak184,38.39400115321152,40.43714552039234,0
2013-11-30,house_leak184,39.67676119311447,38.366277799743166,0
2013-12-31,house_leak184,40.16800550472513,38.991182241699555,0
2014-01-31,house_leak184,41.795862865960316,43.37728248392568,0.002
2014-02-28,house_leak184,41.11794768581623,43.783712170670306,0.002
2014-03-31,house_leak184,39.08248625263832,40.28595682717297,0
2014-04-30,house_leak184,37.302712216606324,39.72309958355299,0
2014-05-31,house_leak184,32.76231766586659,34.55792159904971,0.012
2014-06-30,house_leak184,26.656772792427713,28.34040915523877,0.99
2014-07-31,house_leak184,25.26149863575302,19.82988145996095,0
2014-08-31,house_leak184,32.42660564124752,27.97852967853635,0
2014-09-30,house_leak184,34.99490601893977,29.051367734618523,0
2014-10-31,house_leak184,35.887988773592554,29.37748042757494,0
2014-11-30,house_leak184,36.96722735783819,28.946917039307607,0
2014-12-31,house_leak184,37.9459537934738,29.61233582713515,0
2015-01-31,house_leak184,39.39449472256568,28.48496213174134,0
2015-02-28,house_leak184,38.55135370901684,29.86570236960777,0.002
2015-03-31,house_leak184,36.83758083797728,29.345303161152845,0
2015-04-30,house_leak184,35.20203395071172,26.86760222408524,0
2015-05-31,house_leak184,30.921163136682907,26.412370949281996,0
2015-06-30,house_leak184,24.942212033087646,18.03838290055298,0
2015-07-31,house_leak184,23.957780148920676,19.97850667593845,0.002
2015-08-31,house_leak184,31.097110205103714,28.320602101117682,0.002
2015-09-30,house_leak184,33.88402920570568,24.266528581871636,0.004
2015-10-31,house_leak184,35.01904036295342,25.767196197218517,0
2015-11-30,house_leak184,36.62168776827722,32.28741145498084,0
2015-12-31,house_leak184,37.54295302443494,28.69600107343293,0
2016-01-31,house_leak184,39.087210071931075,31.96739516793278,0
2016-02-29,house_leak184,38.67492390465566,34.06230072707313,0
2016-03-31,house_leak184,37.219025736297155,26.799651606358577,0
2016-04-30,house_leak184,35.55932292741517,26.078350536426726,0
2016-05-31,house_leak184,31.37457985980887,26.532258336163956,0.002
2016-06-30,house_leak184,25.947715712468227,19.245100287776598,0
2016-07-31,house_leak184,25.336598633443636,18.735577603141383,0
2016-08-31,house_leak184,32.95209190579738,28.730147841586223,0
2016-09-30,house_leak184,36.19468966203011,29.32351980625997,0
2016-10-31,house_leak184,37.57237744481536,28.865969559141348,0
2016-11-30,house_leak184,39.51113814499506,32.557680221597074,0
2016-12-31,house_leak184,40.9629437423465,32.78537141524362,0
2017-01-31,house_leak184,43.07284367825769,35.20779896939661,0
2017-02-28,house_leak184,42.82939709081231,33.3451768157304,0
2017-03-31,house_leak184,41.88907930391737,31.352041463987405,0
2017-04-30,house_leak184,40.58184635660381,33.964057447990186,0
2017-05-31,house_leak184,36.77222740764297,25.265778271190175,0
2017-06-30,house_leak184,31.493703329637796,22.527320631939634,0.002
2017-07-31,house_leak184,30.938464628325313,24.769645176020934,0.02
2017-08-31,house_leak184,38.67567736275987,34.14952472995811,NA
2012-11-30,house_leak186,41.468476459825595,33.698077255306146,0.004
2012-12-31,house_leak186,42.26283939330436,33.96011621919267,0.002
2013-01-31,house_leak186,43.72393827689773,36.031692671399576,0.014
2013-02-28,house_leak186,43.02338928697934,32.93563444999942,0.986
2013-03-31,house_leak186,41.18138882444849,25.329256365268037,0.008
2013-04-30,house_leak186,39.593452158502686,27.53560974598907,0.004
2013-05-31,house_leak186,34.99847491315535,21.446516374512957,0.006
2013-06-30,house_leak186,29.031348915688444,18.80388315077269,0
2013-07-31,house_leak186,27.734299425985373,19.058847771517488,0
2013-08-31,house_leak186,34.727338851583866,24.156054834995533,0.004
2013-09-30,house_leak186,37.29091047234161,23.31778017952334,0
2013-10-31,house_leak186,38.39400115321152,25.163547916092515,0
2013-11-30,house_leak186,39.67676119311447,26.375068093465888,0
2013-12-31,house_leak186,40.16800550472513,27.897226842993927,0
2014-01-31,house_leak186,41.795862865960316,27.48557573115891,0
2014-02-28,house_leak186,41.11794768581623,27.753303643408174,0.002
2014-03-31,house_leak186,39.08248625263832,23.098482945935398,0
2014-04-30,house_leak186,37.302712216606324,21.401090321460575,0
2014-05-31,house_leak186,32.76231766586659,19.226790593534353,0
2014-06-30,house_leak186,26.656772792427713,17.307816570987594,0.002
2014-07-31,house_leak186,25.26149863575302,17.04316205111135,0
2014-08-31,house_leak186,32.42660564124752,18.84094115614485,0
2014-09-30,house_leak186,34.99490601893977,19.749344419095074,0
2014-10-31,house_leak186,35.887988773592554,23.09991376113812,0
2014-11-30,house_leak186,36.96722735783819,25.571308006802703,0.002
2014-12-31,house_leak186,37.9459537934738,25.38970157711176,0.002
2015-01-31,house_leak186,39.39449472256568,24.346906338907353,0
2015-02-28,house_leak186,38.55135370901684,23.04842622718258,0
2015-03-31,house_leak186,36.83758083797728,22.728397032675726,0
2015-04-30,house_leak186,35.20203395071172,21.628466686513665,0
2015-05-31,house_leak186,30.921163136682907,21.335309843693377,0
2015-06-30,house_leak186,24.942212033087646,17.11973811532266,0.002
2015-07-31,house_leak186,23.957780148920676,12.622851805950063,0
2015-08-31,house_leak186,31.097110205103714,20.481117388025734,0.01
2015-09-30,house_leak186,33.88402920570568,22.881161393314677,0
2015-10-31,house_leak186,35.01904036295342,21.978449579477907,0.002
2015-11-30,house_leak186,36.62168776827722,24.03218908255143,0.002
2015-12-31,house_leak186,37.54295302443494,23.710927756497572,0.002
2016-01-31,house_leak186,39.087210071931075,25.297130945150595,0.004
2016-02-29,house_leak186,38.67492390465566,26.669412918834542,0
2016-03-31,house_leak186,37.219025736297155,22.980117752206954,0
2016-04-30,house_leak186,35.55932292741517,25.178139943822785,0
2016-05-31,house_leak186,31.37457985980887,20.12361317519591,0
2016-06-30,house_leak186,25.947715712468227,18.256714125281153,0
2016-07-31,house_leak186,25.336598633443636,19.079983600503848,0
2016-08-31,house_leak186,32.95209190579738,19.55138127043381,0
2016-09-30,house_leak186,36.19468966203011,23.02050713982132,0
2016-10-31,house_leak186,37.57237744481536,23.016383804170832,0
2016-11-30,house_leak186,39.51113814499506,25.87692907292042,0
2016-12-31,house_leak186,40.9629437423465,26.133532101971618,0
2017-01-31,house_leak186,43.07284367825769,27.567298590157286,0
2017-02-28,house_leak186,42.82939709081231,26.393819208330623,0
2017-03-31,house_leak186,41.88907930391737,26.24072703499937,0
2017-04-30,house_leak186,40.58184635660381,27.452640025693476,0
2017-05-31,house_leak186,36.77222740764297,24.000692230309454,0
2017-06-30,house_leak186,31.493703329637796,19.26658303237042,0
2017-07-31,house_leak186,30.938464628325313,22.32091925107267,0.016
2017-08-31,house_leak186,38.67567736275987,26.998620458396186,NA
2012-11-30,house_leak192,41.468476459825595,35.42816717091484,0.004
2012-12-31,house_leak192,42.26283939330436,36.1852610165492,0.002
2013-01-31,house_leak192,43.72393827689773,37.580463949940125,0.008
2013-02-28,house_leak192,43.02338928697934,36.1699914613417,0.006
2013-03-31,house_leak192,41.18138882444849,36.66020902633456,0.022
2013-04-30,house_leak192,39.593452158502686,33.473612793500564,0.008
2013-05-31,house_leak192,34.99847491315535,29.559858706185548,0
2013-06-30,house_leak192,29.031348915688444,24.669208177462217,0
2013-07-31,house_leak192,27.734299425985373,24.826066014866537,0.016
2013-08-31,house_leak192,34.727338851583866,30.249074144421044,0.032
2013-09-30,house_leak192,37.29091047234161,29.864020234020185,0.032
2013-10-31,house_leak192,38.39400115321152,32.005018895428044,0.022
2013-11-30,house_leak192,39.67676119311447,31.632351917978816,0.024
2013-12-31,house_leak192,40.16800550472513,31.28997932260478,0.966
2014-01-31,house_leak192,41.795862865960316,24.49986321119919,0.044
2014-02-28,house_leak192,41.11794768581623,30.82816511110465,0.02
2014-03-31,house_leak192,39.08248625263832,26.92108129959,0.012
2014-04-30,house_leak192,37.302712216606324,24.580798351566102,0.002
2014-05-31,house_leak192,32.76231766586659,21.317274549520967,0
2014-06-30,house_leak192,26.656772792427713,15.462010599724255,0.002
2014-07-31,house_leak192,25.26149863575302,15.017739849368299,0.002
2014-08-31,house_leak192,32.42660564124752,21.303710894338945,0.002
2014-09-30,house_leak192,34.99490601893977,19.227457309533722,0
2014-10-31,house_leak192,35.887988773592554,24.105635200000524,0
2014-11-30,house_leak192,36.96722735783819,24.11355929735334,0
2014-12-31,house_leak192,37.9459537934738,23.748168776342137,0
2015-01-31,house_leak192,39.39449472256568,27.313000632423613,0
2015-02-28,house_leak192,38.55135370901684,22.877981960805727,0
2015-03-31,house_leak192,36.83758083797728,24.362232806632793,0
2015-04-30,house_leak192,35.20203395071172,23.41343883180318,0
2015-05-31,house_leak192,30.921163136682907,19.564546337068784,0
2015-06-30,house_leak192,24.942212033087646,15.833653655336573,0
2015-07-31,house_leak192,23.957780148920676,14.981315048319336,0
2015-08-31,house_leak192,31.097110205103714,20.09378356377108,0
2015-09-30,house_leak192,33.88402920570568,24.760035921005013,0
2015-10-31,house_leak192,35.01904036295342,20.341025572656623,0
2015-11-30,house_leak192,36.62168776827722,22.603062560869787,0
2015-12-31,house_leak192,37.54295302443494,24.376273169309542,0
2016-01-31,house_leak192,39.087210071931075,24.421423772096457,0
2016-02-29,house_leak192,38.67492390465566,21.971663166992684,0
2016-03-31,house_leak192,37.219025736297155,22.594206694821143,0
2016-04-30,house_leak192,35.55932292741517,24.833961596467784,0
2016-05-31,house_leak192,31.37457985980887,19.826080886836568,0
2016-06-30,house_leak192,25.947715712468227,14.274749598181486,0
2016-07-31,house_leak192,25.336598633443636,15.839050837592762,0
2016-08-31,house_leak192,32.95209190579738,21.97995270787107,0
2016-09-30,house_leak192,36.19468966203011,23.545309757333115,0.002
2016-10-31,house_leak192,37.57237744481536,24.95573635679156,0
2016-11-30,house_leak192,39.51113814499506,27.190338358013957,0.002
2016-12-31,house_leak192,40.9629437423465,26.720644463783568,0
2017-01-31,house_leak192,43.07284367825769,29.3699861870127,0
2017-02-28,house_leak192,42.82939709081231,26.21375766717686,0
2017-03-31,house_leak192,41.88907930391737,26.00227397052781,0
2017-04-30,house_leak192,40.58184635660381,26.598462075373718,0
2017-05-31,house_leak192,36.77222740764297,25.56615358783586,0
2017-06-30,house_leak192,31.493703329637796,19.2657500202123,0
2017-07-31,house_leak192,30.938464628325313,20.90415489967954,0
2017-08-31,house_leak192,38.67567736275987,25.120620149217494,NA
2012-11-30,house_leak195,41.468476459825595,39.053230301003516,0.006
2012-12-31,house_leak195,42.26283939330436,38.76024434346777,0.022
2013-01-31,house_leak195,43.72393827689773,42.16973578622445,0
2013-02-28,house_leak195,43.02338928697934,42.99945396569152,0
2013-03-31,house_leak195,41.18138882444849,40.231640764282346,0
2013-04-30,house_leak195,39.593452158502686,38.145735246191634,0
2013-05-31,house_leak195,34.99847491315535,33.571477205366484,0
2013-06-30,house_leak195,29.031348915688444,27.92527415859914,0
2013-07-31,house_leak195,27.734299425985373,28.419038343765212,0
2013-08-31,house_leak195,34.727338851583866,32.676380899761504,0
2013-09-30,house_leak195,37.29091047234161,35.515051195139925,0
2013-10-31,house_leak195,38.39400115321152,36.87680336846602,0
2013-11-30,house_leak195,39.67676119311447,39.1102128884512,0
2013-12-31,house_leak195,40.16800550472513,37.00031356751563,0
2014-01-31,house_leak195,41.795862865960316,41.411028092474524,0
2014-02-28,house_leak195,41.11794768581623,41.01531494912104,0
2014-03-31,house_leak195,39.08248625263832,37.49733479025333,0
2014-04-30,house_leak195,37.302712216606324,35.61460178292535,0
2014-05-31,house_leak195,32.76231766586659,29.86403828428576,0
2014-06-30,house_leak195,26.656772792427713,25.620486857580413,0
2014-07-31,house_leak195,25.26149863575302,22.517886674726224,0
2014-08-31,house_leak195,32.42660564124752,30.209466944002518,0
2014-09-30,house_leak195,34.99490601893977,33.81221134017131,0
2014-10-31,house_leak195,35.887988773592554,33.47314355460389,0
2014-11-30,house_leak195,36.96722735783819,37.22036298043442,0
2014-12-31,house_leak195,37.9459537934738,35.46274201446656,0
2015-01-31,house_leak195,39.39449472256568,39.70095817335324,0
2015-02-28,house_leak195,38.55135370901684,37.999973232868435,0
2015-03-31,house_leak195,36.83758083797728,35.86052286121436,0
2015-04-30,house_leak195,35.20203395071172,33.1422767348146,0
2015-05-31,house_leak195,30.921163136682907,30.03596691218783,0
2015-06-30,house_leak195,24.942212033087646,25.404581883708797,0
2015-07-31,house_leak195,23.957780148920676,19.823912748060977,0.004
